ID,DifficultyID,EffectIndex,Effect,EffectAmplitude,EffectAttributes,EffectAura,EffectAuraPeriod,EffectBasePoints,EffectBonusCoefficient,EffectChainAmplitude,EffectChainTargets,EffectDieSides,EffectItemType,EffectMechanic,EffectPointsPerResource,EffectPos_facing,EffectRealPointsPerLevel,EffectTriggerSpell,BonusCoefficientFromAP,PvpMultiplier,Coefficient,Variance,ResourceCoefficient,GroupSizeBasePointsCoefficient,EffectMiscValue[0],EffectMiscValue[1],EffectRadiusIndex[0],EffectRadiusIndex[1],EffectSpellClassMask[0],EffectSpellClassMask[1],EffectSpellClassMask[2],EffectSpellClassMask[3],ImplicitTarget[0],ImplicitTarget[1],SpellID
689985,0,0,2,0,0,0,0,127,1,1,0,45,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,12466
689986,0,0,6,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11826
689987,0,1,64,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11841,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11826
689988,0,0,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7898,64,0,0,0,0,0,0,18,0,11462
689989,0,1,76,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,142194,0,0,0,0,0,0,0,0,0,11462
689990,0,0,2,0,0,0,0,98,0.429,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,11780
689991,0,0,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11778,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11781
689992,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11712,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11715
689993,0,0,2,0,0,0,0,75,1,1,0,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,16,0,11829
689994,0,1,27,0,0,3,2000,15,0.1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,28,0,11829
689995,0,0,2,0,0,0,0,146,0,1,0,21,0,0,0,0,1,0,0,1,0,0,0,1,0,0,11,0,0,0,0,0,24,0,11828
689996,0,0,6,0,0,42,0,0,0,1,0,1,0,0,0,0,0,11504,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11830
689997,0,0,2,0,0,0,0,27,1,1,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,22,15,11831
689998,0,1,6,0,0,26,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,22,15,11831
689999,0,0,6,0,0,56,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8505,0,0,0,0,0,0,0,6,0,12480
690000,0,1,6,0,0,79,0,399,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6,0,12480
690001,0,0,6,0,0,69,0,115,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,127,0,0,0,0,0,0,0,21,0,11835
690002,0,0,24,0,0,0,0,0,0,1,0,1,9718,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11923
690003,0,0,2,0,0,0,0,73,1,1,0,25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,20793
690004,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12081,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12125
690005,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12082,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12126
690006,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12085,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12127
690007,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12086,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12128
690008,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12088,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12129
690009,0,0,6,0,0,22,0,239,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,21,0,12175
690010,0,0,36,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,12687,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12688
690011,0,1,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12689,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12688
690012,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12689
690013,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12690
690014,0,0,6,0,0,86,0,0,0,1,0,1,6265,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,11675
690015,0,1,6,0,0,3,3000,90,0.1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,11675
690016,0,2,6,0,0,42,0,0,1,1,0,0,0,0,0,0,0,18371,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11675
690017,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11675,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11676
690018,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12089,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12184
690019,0,0,36,1,0,0,0,-1,0,1,0,1,0,0,0,0,0,11280,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11283
690020,0,0,6,0,0,29,0,19,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,11395
690021,0,0,6,0,0,42,0,0,0,1,0,1,0,0,0,0,0,11960,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,11961
690022,0,0,6,0,0,29,0,-26,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,11963
690023,0,1,6,0,0,29,0,-16,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,6,0,11963
690024,0,0,28,1000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7556,41,0,0,0,0,0,0,32,0,10705
690025,0,0,6,0,0,99,0,89,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,11717
690026,0,1,6,0,0,22,0,-641,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6,0,11717
690027,0,2,6,0,0,92,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,11717
690028,0,0,61,0,0,0,0,0,1,1,0,1,0,0,0,6.28,0,0,0,1,0,0,0,1,2980,0,0,0,0,0,0,0,0,0,12189
690029,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12189
690030,0,0,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8337,64,0,0,0,0,0,0,32,0,12168
690031,0,0,6,0,0,51,0,74,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12169
690032,0,0,2,0,0,0,0,15,1,1,0,5,0,0,0,0,0.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,12170
690033,0,0,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11771,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11773
690034,0,0,63,0,0,0,0,299,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,11774
690035,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11711,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11714
690036,0,0,24,0,0,0,0,0,0,1,0,0,6037,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11480
690037,0,0,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7902,64,0,0,0,0,0,0,18,0,11485
690038,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11456,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11490
690040,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13236
690041,0,0,6,0,0,52,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12783
690042,0,0,6,0,0,10,0,-41,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,64,0,0,0,0,0,0,0,1,0,12592
690043,0,1,6,0,0,123,0,-11,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,134217728,0,0,0,1,0,12592
690044,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12079,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12123
690045,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12080,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12124
690046,0,0,36,1,0,0,0,-1,0,1,0,1,0,0,0,0,0,11672,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11674
690047,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11694,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11697
690048,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11695,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11698
690049,0,0,6,0,0,108,0,-101,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,1073741824,0,0,0,1,0,12043
690050,0,0,24,0,0,0,0,0,0,1,0,1,10046,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12045
690051,0,0,24,0,0,0,0,0,0,1,0,1,10047,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12046
690052,0,0,24,0,0,0,0,0,0,1,0,1,10048,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12047
690053,0,0,24,0,0,0,0,0,0,1,0,1,9999,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12049
690054,0,0,24,0,0,0,0,0,0,1,0,1,10002,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12052
690055,0,0,6,0,0,3,5000,49,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14,0,0,0,0,0,22,15,12766
690056,0,1,28,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8506,64,0,0,0,0,0,0,18,0,12766
690057,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8895,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12776
690058,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12755,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12777
690059,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12759,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12779
690060,0,0,6,0,0,52,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12784
690061,0,0,6,0,0,65,0,-16,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,22,15,12255
690062,0,1,6,0,0,138,0,-19,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,22,15,12255
690063,0,0,6,0,0,99,0,-141,0,1,0,1,0,0,0,0,-1,0,0,1,0,0,0,1,0,0,0,13,0,0,0,0,22,15,11556
690064,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11554,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11557
690065,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11473,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11530
690066,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11476,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11531
690067,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12069,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12112
690068,0,0,24,0,0,0,0,0,0,1,0,1,9372,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11654
690069,0,0,2,0,0,0,0,63,1,1,0,23,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,11839
690070,0,0,121,0,0,0,0,115,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,11269
690071,0,1,31,0,0,0,0,249,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,11269
690072,0,2,328,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,11269
690073,0,0,28,0,0,0,0,49,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8510,121,0,0,0,0,0,0,44,0,12506
690074,0,0,6,0,0,23,5000,0,0,1,0,1,0,0,0,0,0,12504,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12507
690075,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12508
690076,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,18,0,12508
690077,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12511
690078,0,0,6,0,0,22,0,-76,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,20,0,0,0,0,0,0,0,6,0,11722
690079,0,1,6,0,0,87,0,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,20,0,0,0,0,0,0,0,6,0,11722
690080,0,0,36,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,712,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11519
690081,0,0,6,0,0,42,0,-1,0,1,0,1,0,0,0,0,0,12536,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12576
690082,0,1,6,0,0,112,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,44054,0,0,0,128,0,0,0,1,0,12576
690083,0,0,6,0,0,13,0,-23,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6,0,11707
690084,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12067,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12111
690085,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12064,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12109
690086,0,0,6,0,0,107,0,-2001,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11,0,0,0,32768,0,0,0,1,0,12765
690087,0,0,6,0,0,29,0,15,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,21,0,12178
690088,0,0,24,0,0,0,0,0,0,1,0,1,10720,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12902
690089,0,0,2,0,0,0,0,27,1,1,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,22,15,12748
690090,0,1,6,0,0,26,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,22,15,12748
690091,0,0,24,0,0,0,0,0,0,1,0,0,10691,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12802
690092,0,0,6,0,0,142,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,12761
690093,0,0,24,0,0,0,0,0,0,1,0,1,11825,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15628
690095,0,0,6,0,0,6,0,99,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,13181
690096,0,0,6,0,0,29,0,16,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,14369
690097,0,0,6,0,0,29,0,17,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,14371
690098,0,0,36,0,0,0,0,-1,1,1,0,1,0,0,0,0,0,14317,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14373
690099,0,0,6,0,0,138,0,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12969
690100,0,0,6,0,0,29,0,21,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,14412
690101,0,0,6,0,0,29,0,22,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,14413
690102,0,0,6,0,0,12,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,12890
690103,0,1,6,0,0,39,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6,0,12890
690104,0,2,6,0,0,39,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,6,0,12890
690105,0,0,24,0,0,0,0,0,0,1,0,1,10724,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12905
690106,0,0,6,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13158
690107,0,0,36,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,13161,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13162
690108,0,0,6,0,0,107,0,-201,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,1,0,0,0,1,0,12338
690110,0,0,36,0,0,0,0,0,0,1,0,1,0,0,0,0,0,13220,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13221
690111,0,0,24,0,0,0,0,0,0,1,0,0,10694,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12808
690112,0,0,6,0,0,4,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12898
690113,0,0,24,0,0,0,0,0,0,1,0,1,10939,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13361
690114,0,0,6,0,0,29,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,13363
690115,0,0,6,0,0,29,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,13364
690116,0,0,6,0,0,29,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,13365
690117,0,0,6,0,0,29,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,13366
690118,0,0,2,0,0,0,0,19,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,13579
690119,0,1,6,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,13579
690120,0,0,6,0,0,138,0,29,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12970
690121,0,0,79,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14093
690122,0,0,6,0,0,42,0,-1,0,1,0,1,0,0,0,0,0,12798,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12799
690123,0,0,24,0,0,0,0,0,0,1,0,1,10502,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12615
690124,0,0,53,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,724,0,0,0,0,0,0,0,0,0,13631
690125,0,0,6,0,0,30,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,356,0,0,0,0,0,0,0,1,0,13615
690126,0,0,28,0,0,0,0,800,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8836,5100,0,0,0,0,0,0,18,0,13166
690127,0,0,6,0,0,23,1800000,0,0,1,0,1,0,0,0,0,0,8329,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13167
690128,0,0,6,0,0,42,0,-1,0,1,0,1,0,0,0,0,0,4974,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13483
690129,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12283
690130,0,1,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3084,0,0,0,0,0,0,0,0,0,12283
690131,0,0,6,0,0,107,0,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,4,0,0,0,1,0,12290
690132,0,0,6,0,0,3,3000,57,0.2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,13553
690133,0,0,36,0,0,0,0,-1,1,1,0,1,0,0,0,0,0,14310,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14368
690134,0,0,6,0,0,42,0,-1,0,1,0,1,0,0,0,0,0,16459,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12815
690135,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12904,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12915
690136,0,0,2,0,0,0,0,314,1,1,0,71,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,22,33,13261
690137,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,18,0,13261
690138,0,0,6,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,22,15,12946
690139,0,1,6,0,0,29,0,-51,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,22,15,12946
690140,0,2,6,0,0,29,0,-51,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,13,0,0,0,0,0,22,15,12946
690141,0,0,6,0,0,42,0,0,0,1,0,1,0,0,0,0,0,11442,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12947
690142,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12047,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12142
690143,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12084,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12148
690144,0,0,6,0,0,42,0,0,0,1,0,1,0,0,0,0,0,12251,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12254
690145,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13617,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13618
690146,0,0,6,0,0,29,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,13624
690147,0,0,53,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1897,0,0,0,0,0,0,0,0,0,13695
690148,0,0,6,0,0,107,0,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,134217728,0,0,0,1,0,18749
690149,0,0,6,0,0,108,0,-21,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,27,0,0,0,32768,0,0,0,1,0,12605
690150,0,0,53,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,804,0,0,0,0,0,0,0,0,0,13522
690151,0,0,6,0,0,29,0,-3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,6,0,13524
690152,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13522,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13525
690153,0,0,6,0,0,69,0,677,0,1,0,1,0,0,0,0,3.6,0,0,1,0,0,0,1,127,0,0,0,0,0,0,0,1,0,13032
690154,0,0,6,0,0,69,0,817,0,1,0,1,0,0,0,0,4,0,0,1,0,0,0,1,127,0,0,0,0,0,0,0,1,0,13033
690156,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12899,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12911
690157,0,0,6,0,0,18,0,999,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,12495
690158,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12900,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12912
690159,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12903,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12914
690160,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3494,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13169
690161,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,13180
690162,0,0,6,0,0,108,0,39,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,4194304,0,0,0,1,0,12329
690163,0,0,6,0,0,107,0,-201,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,2097152,0,0,0,1,0,12330
690164,0,0,24,0,0,0,0,0,0,1,0,1,10041,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12092
690165,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,40,0,12512
690166,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12090,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12150
690167,0,0,28,-1E+17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8324,61,0,0,0,0,0,0,46,0,12151
690168,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,38,0,12151
690169,0,0,6,0,0,13,0,12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,64,0,0,0,0,0,0,0,1,0,13598
690170,0,0,6,0,0,3,5000,1,0.1,1,0,1,0,0,0,0,0.75,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,24,0,12891
