ID,DifficultyID,Category,DefenseType,DispelType,Mechanic,PreventionType,StartRecoveryCategory,ChargeCategory,SpellID
72807,0,0,1,0,0,0,0,0,7719
72808,0,0,1,0,0,1,133,0,643
72809,0,0,1,1,0,1,0,0,7272
72810,0,0,1,1,0,1,133,0,8120
72811,0,0,1,0,0,1,0,0,8121
72812,0,0,1,0,0,1,0,0,8072
72816,0,0,0,2,0,0,0,0,7053
72817,0,0,1,1,0,1,133,0,8383
72818,0,0,1,1,0,1,133,0,8385
72819,0,0,1,1,0,1,133,0,8096
72820,0,0,2,0,15,2,133,0,8640
72821,0,0,1,0,0,1,133,0,26006
72822,0,0,0,1,0,0,0,0,8900
72823,0,0,1,0,10,2,0,0,8901
72824,0,0,1,1,0,1,133,0,8116
72825,0,44,2,0,0,2,0,0,6921
72826,0,0,0,2,0,0,0,0,7054
72827,0,0,1,0,0,0,0,0,7716
72828,0,0,1,4,0,0,0,0,8680
72829,0,0,1,0,0,1,0,0,8464
72830,0,0,1,0,0,1,0,0,8504
72831,0,39,1,0,0,0,0,0,8041
72832,0,40,2,0,0,2,0,0,8355
72833,0,0,1,0,0,1,0,0,8460
72836,0,0,1,0,0,1,0,0,9151
72837,0,0,1,0,0,1,0,0,9152
72838,0,0,1,0,0,1,0,0,9154
72839,0,0,1,1,0,1,133,0,8914
72840,0,0,1,0,0,1,0,0,8443
72841,0,0,1,2,0,1,133,0,7659
72842,0,0,1,0,0,1,133,0,8262
72843,0,89,0,0,0,0,133,0,8690
72844,0,0,2,0,0,2,0,0,9737
72845,0,0,1,0,0,1,133,0,8446
72846,0,37,1,0,13,1,133,0,11958
72847,0,0,0,2,0,0,0,0,8066
72848,0,0,2,0,0,2,0,0,7369
72849,0,49,1,0,0,1,133,0,8204
72850,0,0,1,0,0,1,133,0,6196
72851,0,82,1,0,0,1,0,0,14920
72852,0,0,1,0,0,1,0,0,7798
72853,0,65,2,0,0,2,133,0,6574
72854,0,0,1,0,0,1,133,0,8427
72855,0,0,2,0,0,2,0,0,6808
72856,0,99,1,1,0,0,0,0,7242
72857,0,19,1,1,0,1,133,0,8053
72858,0,19,1,1,0,1,133,0,8056
72859,0,11,1,0,0,1,0,0,6410
72860,0,76,3,0,0,2,0,0,7918
72862,0,0,0,1,0,0,0,0,8224
72863,0,18,0,4,0,0,0,0,8382
72864,0,65,2,0,12,2,0,0,8391
72865,0,0,1,0,0,1,0,0,7444
72866,0,0,2,0,0,2,133,0,8380
72869,0,0,1,0,0,1,133,0,8008
72870,0,0,1,0,0,1,133,0,8364
72871,0,109,2,0,3,2,0,0,8379
72873,0,0,1,0,0,1,0,0,7937
72874,0,0,1,4,0,1,0,0,6411
72875,0,0,0,0,0,0,133,0,8388
72876,0,0,1,0,0,1,0,0,8463
72877,0,0,1,0,0,1,133,0,8190
72878,0,97,0,0,0,0,0,0,7359
72879,0,0,0,0,21,0,0,0,8980
72882,0,0,1,0,0,1,133,0,8192
72883,0,0,1,0,0,1,0,0,8241
72884,0,270,2,0,12,2,133,0,8643
72885,0,0,1,1,0,1,133,0,8098
72886,0,0,1,0,0,1,133,0,8835
72887,0,0,2,0,0,2,133,0,8647
72889,0,0,0,1,0,0,0,0,8202
72890,0,0,2,0,0,2,133,0,6787
72891,0,0,0,0,19,0,0,0,6788
72892,0,0,0,1,0,0,0,0,7997
72893,0,0,1,1,0,1,0,0,7998
72894,0,0,1,0,0,1,0,0,7999
72895,0,0,1,4,0,0,0,0,8313
72896,0,0,1,1,0,1,133,0,8314
72897,0,0,1,0,0,1,133,0,8155
72898,0,0,1,0,0,1,133,0,8211
72899,0,19,1,0,0,1,133,0,8046
72901,0,0,1,0,0,1,0,0,7655
72902,0,0,0,0,0,0,133,0,8387
72903,0,0,1,4,0,0,0,0,8689
72904,0,0,1,0,0,1,0,0,8156
72905,0,0,1,0,0,1,0,0,8157
72906,0,0,0,1,0,0,0,0,7840
72907,0,0,2,0,0,2,133,0,7372
72908,0,99,1,1,0,0,0,0,7243
72909,0,99,1,1,0,0,0,0,7248
72910,0,99,1,1,0,0,0,0,7249
72911,0,0,1,0,0,1,0,0,7777
72912,0,0,1,1,0,1,133,0,8451
72913,0,0,2,4,0,2,0,0,7357
72914,0,0,1,0,0,1,0,0,8836
72915,0,0,1,1,0,1,133,0,8117
72916,0,0,1,0,0,1,133,0,8131
72917,0,4,1,1,0,0,0,0,7396
72918,0,55,0,0,0,0,0,0,8215
72920,0,46,1,0,0,1,133,0,8918
72921,0,0,1,2,0,0,133,0,8277
72922,0,0,1,0,0,1,0,0,8264
72923,0,38,0,5,0,0,0,0,8218
72926,0,0,1,1,0,1,133,0,325
72927,0,34,1,1,7,0,0,0,8312
72928,0,82,2,0,0,2,133,0,8637
72929,0,0,1,0,0,1,0,0,8265
72930,0,0,1,0,0,1,0,0,8266
72931,0,0,0,2,0,0,0,0,8267
72932,0,0,1,0,0,0,0,0,7717
72933,0,0,1,0,0,0,0,0,7718
72934,0,43,1,0,0,1,0,0,9741
72935,0,0,0,2,0,0,0,0,8268
72936,0,0,1,0,0,1,0,0,788
72937,0,0,0,1,0,0,0,0,6431
72938,0,43,1,0,5,1,133,0,8122
72939,0,0,1,0,0,1,133,0,8071
72940,0,19,1,0,0,1,133,0,8042
72941,0,0,1,1,0,1,133,0,7322
72942,0,0,0,0,0,0,133,0,8981
72943,0,32,2,0,12,2,133,0,8983
72944,0,32,0,0,0,0,0,0,6432
72945,0,0,1,0,0,1,0,0,8505
72946,0,19,1,0,0,1,133,0,8412
72947,0,0,1,2,0,1,133,0,704
72948,0,0,1,0,0,1,133,0,8161
72949,0,0,1,0,0,1,0,0,8162
72950,0,0,1,0,0,1,0,0,8163
72951,0,0,1,0,0,1,0,0,8509
72952,0,0,1,1,0,1,133,0,8407
72953,0,0,1,1,0,1,133,0,8408
72954,0,19,1,1,0,1,133,0,8050
72955,0,32,1,1,9,1,0,0,8988
72956,0,0,2,1,0,2,133,0,14518
72958,0,25,1,0,0,1,0,0,8595
72959,0,0,1,4,0,0,0,0,8685
72960,0,0,0,1,0,0,0,0,8272
72961,0,65,2,0,0,2,0,0,8273
72962,0,49,1,0,0,1,133,0,8205
72963,0,18,1,4,0,1,0,0,6917
72964,0,99,1,0,0,1,0,0,7363
72966,0,0,2,0,0,2,133,0,7405
72967,0,0,2,0,0,2,133,0,8725
72968,0,0,1,1,0,1,0,0,9482
72969,0,0,3,0,0,2,0,0,9483
72970,0,0,1,1,0,1,133,0,9856
72971,0,99,0,0,5,0,0,0,8715
72972,0,38,0,5,0,0,0,0,9913
72973,0,85,1,0,0,1,133,0,11085
72974,0,0,1,0,0,1,133,0,10186
72975,0,11,1,0,0,0,0,0,9177
72976,0,0,1,1,0,1,133,0,9857
72977,0,0,1,0,0,1,0,0,9958
72978,0,0,1,0,0,1,0,0,517
72979,0,0,0,1,0,0,0,0,5262
72980,0,0,1,1,0,1,133,0,8134
72981,0,0,1,0,0,1,133,0,8170
72982,0,19,1,0,0,1,133,0,15605
72985,0,0,1,1,0,1,133,0,8936
72986,0,63,0,0,0,0,0,0,9575
72987,0,99,1,1,0,1,0,0,9373
72988,0,0,0,1,0,0,0,0,9930
72989,0,0,1,3,0,1,0,0,8600
72990,0,51,0,0,0,0,0,0,8601
72991,0,0,0,1,0,0,0,0,8602
72992,0,0,1,0,0,1,0,0,9944
72993,0,0,1,0,0,1,0,0,9946
72994,0,0,0,0,0,0,133,0,9256
72995,0,0,0,1,0,0,0,0,8365
72996,0,0,1,0,0,1,0,0,9951
72997,0,0,1,0,0,1,133,0,8812
72998,0,0,1,0,0,1,133,0,9779
72999,0,0,1,0,0,1,133,0,10185
73000,0,0,1,0,0,1,133,0,10187
73001,0,0,1,0,0,1,0,0,9440
73002,0,25,1,0,0,1,0,0,9956
73003,0,25,1,0,0,1,0,0,8358
73005,0,0,1,1,20,1,133,0,9484
73006,0,0,0,1,0,0,0,0,9657
73007,0,44,2,0,0,2,0,0,8260
73008,0,0,0,0,0,0,133,0,9634
73009,0,0,3,0,0,2,0,0,25748
73010,0,76,3,0,0,2,0,0,7919
73011,0,0,1,0,0,1,0,0,9971
73012,0,0,1,1,0,1,0,0,9574
73013,0,82,1,1,0,1,133,0,9578
73014,0,0,1,1,0,1,133,0,9756
73015,0,0,1,0,0,1,0,0,9812
73016,0,0,1,0,0,1,0,0,9815
73017,0,230,1,0,0,1,133,0,8177
73018,0,0,1,0,0,1,133,0,10151
73019,0,0,1,1,0,0,0,0,9806
73020,0,0,1,0,0,1,133,0,9654
73021,0,64,0,0,0,0,133,0,10242
73022,0,0,1,1,0,0,0,0,8191
73023,0,0,1,4,0,1,0,0,7947
73024,0,0,0,0,7,0,0,0,8377
73025,0,0,1,1,0,1,133,0,8384
73026,0,35,1,0,0,1,133,0,8499
73027,0,0,1,0,0,1,0,0,8328
73028,0,0,1,0,0,1,0,0,8329
73029,0,0,1,0,0,2,0,0,8331
73030,0,63,1,2,1,1,63,0,8356
73031,0,0,1,1,0,1,133,0,14914
73032,0,0,1,0,0,1,0,0,8263
73033,0,0,1,1,0,1,133,0,9275
73034,0,0,0,0,0,0,133,0,9276
73035,0,0,1,2,0,1,133,0,7646
73036,0,0,1,0,0,1,133,0,8019
73037,0,0,1,1,0,1,0,0,7948
73038,0,0,1,0,0,1,0,0,9940
73039,0,0,2,0,0,0,0,0,10370
73040,0,0,1,1,0,1,133,0,9835
73041,0,0,1,1,10,1,133,0,8040
73043,0,0,1,0,0,1,0,0,8735
73044,0,0,1,0,0,1,133,0,8246
73045,0,0,1,1,20,1,133,0,9485
73046,0,0,1,0,0,1,0,0,9217
73047,0,0,1,0,0,1,133,0,10496
73048,0,0,0,0,0,1,133,0,10211
73049,0,0,0,0,0,1,133,0,10212
73050,0,0,0,0,0,2,0,0,8332
73051,0,50,1,1,0,1,133,0,10159
73052,0,0,1,0,0,1,0,0,9996
73053,0,132,2,0,0,2,133,0,1719
73054,0,0,1,0,0,1,133,0,9456
73055,0,37,0,0,0,0,0,0,9572
73056,0,0,1,0,0,1,133,0,9532
73057,0,0,1,1,0,1,133,0,10180
73058,0,0,1,1,0,1,133,0,10181
73059,0,0,2,0,12,2,0,0,8208
73060,0,99,1,0,0,1,0,0,7932
73061,0,0,1,0,0,1,0,0,7767
73062,0,31,0,0,0,0,0,0,9949
73063,0,0,1,1,0,1,133,0,10173
73064,0,0,1,0,0,1,0,0,10000
73065,0,0,2,0,0,0,0,0,10371
73066,0,0,0,1,0,0,0,0,9800
73067,0,0,2,0,0,2,133,0,9850
73068,0,0,1,0,0,1,0,0,8732
73069,0,0,0,1,0,0,133,0,8064
73070,0,0,1,0,0,0,133,0,8065
73072,0,0,1,1,0,1,133,0,9433
73073,0,0,1,0,0,1,0,0,9216
73074,0,44,0,0,0,0,0,0,9821
73075,0,0,2,0,0,2,133,0,8649
73076,0,0,1,0,0,1,133,0,8905
73077,0,0,1,1,0,0,0,0,8348
73078,0,0,1,1,0,1,133,0,9833
73079,0,0,1,1,0,1,133,0,10951
73080,0,0,1,1,7,1,133,0,9853
73081,0,0,1,0,0,1,133,0,9758
73082,0,31,1,0,0,0,133,0,8736
73083,0,0,1,1,0,1,133,0,131
73084,0,0,1,0,0,1,0,0,515
73085,0,0,1,1,0,1,133,0,8921
73087,0,0,1,0,0,0,0,0,8714
73088,0,0,1,1,0,1,133,0,10174
73089,0,56,1,1,0,1,133,0,10177
73090,0,0,2,0,0,2,133,0,8627
73091,0,0,1,1,0,1,133,0,8924
73092,0,0,1,1,0,1,133,0,8938
73093,0,0,1,1,0,0,0,0,9233
73094,0,0,2,1,0,2,133,0,8823
73095,0,0,2,1,0,2,133,0,8824
73096,0,0,1,0,0,1,133,0,10216
73097,0,0,1,1,18,1,133,0,710
73098,0,0,1,0,0,1,0,0,9967
73099,0,0,1,0,0,1,0,0,9965
73100,0,63,1,0,0,1,0,0,9435
73101,0,0,1,1,0,1,133,0,9234
73102,0,30,1,0,0,0,0,0,9253
73103,0,0,1,1,0,1,0,0,9658
73104,0,56,1,1,0,1,133,0,10225
73105,0,0,1,1,0,1,133,0,8939
73106,0,19,1,0,0,1,133,0,8103
73107,0,0,1,0,0,1,133,0,8258
73108,0,0,1,1,0,1,133,0,9907
73109,0,0,1,1,18,1,133,0,8994
73110,0,0,1,0,0,1,0,0,9817
73111,0,0,2,0,15,2,133,0,8633
73112,0,0,1,0,0,1,0,0,3063
73113,0,0,0,1,0,0,0,0,2379
73114,0,0,1,1,0,1,133,0,8929
73115,0,0,1,0,0,1,0,0,9819
73116,0,0,1,6,0,0,133,0,9587
73117,0,0,1,0,0,1,133,0,8400
73118,0,0,1,0,0,1,0,0,9934
73119,0,0,1,0,0,1,0,0,8371
73120,0,0,0,0,21,0,0,0,8394
73121,0,49,1,0,0,1,133,0,8198
73122,0,0,1,0,0,1,0,0,10022
73123,0,84,2,0,0,2,133,0,9000
73124,0,0,1,0,0,1,0,0,10020
73125,0,0,1,2,0,1,0,0,10096
73126,0,0,2,0,0,2,133,0,8820
73127,0,0,1,1,0,1,0,0,9672
73128,0,0,0,4,0,0,0,0,8257
73129,0,56,1,1,0,1,133,0,8457
73130,0,0,1,1,0,1,0,0,8398
73131,0,0,1,1,10,1,133,0,8399
73132,0,0,1,1,0,1,133,0,8926
73133,0,0,1,0,0,0,0,0,9057
73134,0,0,1,0,0,1,133,0,8289
73135,0,0,1,1,0,1,133,0,8406
73136,0,40,2,0,0,2,133,0,8621
73137,0,0,1,0,0,1,0,0,8133
73138,0,0,1,0,0,1,0,0,10178
73139,0,0,2,0,0,2,133,0,9904
73140,0,0,1,1,0,1,133,0,8927
73141,0,0,1,0,0,1,133,0,8181
73142,0,0,1,0,0,1,0,0,8182
73145,0,19,1,1,0,1,133,0,8058
73146,0,0,1,0,0,1,133,0,8946
73147,0,0,1,3,0,1,0,0,8137
73148,0,38,0,5,0,0,0,0,10032
73149,0,30,1,0,0,0,0,0,10052
73150,0,54,1,1,0,1,0,0,595
73151,0,0,3,0,0,2,0,0,8997
73152,0,18,3,4,0,2,0,0,8275
73153,0,0,1,1,0,1,133,0,8112
73154,0,0,1,1,0,1,133,0,8113
73155,0,0,1,1,0,1,133,0,8114
73156,0,0,1,1,0,1,133,0,8115
73157,0,50,1,1,0,1,133,0,10160
73158,0,0,1,0,10,0,0,0,8902
73159,0,0,1,0,0,1,133,0,8903
73161,0,99,0,0,0,0,0,0,8148
73162,0,0,1,1,0,1,133,0,8928
73163,0,84,2,0,0,2,133,0,8998
73164,0,0,3,0,0,2,0,0,8995
73165,0,0,3,0,0,2,0,0,8996
73166,0,43,1,0,5,1,133,0,8124
73167,0,36,2,1,0,2,0,0,9612
73168,0,44,0,0,0,0,0,0,8696
73169,0,0,2,0,0,2,133,0,8650
73170,0,0,1,0,0,1,133,0,8184
73171,0,0,1,0,0,1,0,0,9067
73172,0,0,1,0,0,1,133,0,8401
73173,0,0,1,0,0,1,133,0,10145
73174,0,0,1,1,0,1,133,0,10179
73175,0,46,1,0,0,1,133,0,9862
73176,0,44,0,0,0,0,0,0,8697
73177,0,22,1,1,0,1,133,0,8147
73178,0,0,1,0,0,1,133,0,8593
73179,0,0,1,0,0,1,0,0,8327
73180,0,0,2,0,0,2,133,0,8624
73181,0,0,1,0,0,1,133,0,8990
73182,0,0,2,0,0,2,133,0,8992
73183,0,0,1,0,0,1,0,0,9973
73184,0,0,1,0,0,1,0,0,5294
73186,0,0,1,1,0,1,133,0,8317
73187,0,0,1,0,0,1,0,0,9938
73188,0,56,1,1,19,1,133,0,17
73189,0,0,1,0,0,1,0,0,670
73190,0,0,1,0,0,1,0,0,10226
73191,0,22,1,1,12,1,133,0,8150
73192,0,0,1,1,0,1,133,0,10220
73193,0,0,1,1,0,1,133,0,9839
73194,0,0,1,1,0,1,133,0,9841
73195,0,50,1,0,0,1,133,0,9573
73196,0,0,1,1,0,1,133,0,8925
73197,0,0,1,0,0,1,133,0,8143
73198,0,38,0,5,0,0,0,0,8152
73199,0,0,1,1,0,1,0,0,9616
73200,0,39,0,0,0,0,0,0,8153
73201,0,0,1,1,0,1,133,0,10219
73202,0,4,1,0,0,0,0,0,436
73203,0,0,1,6,0,1,0,0,16380
73204,0,0,2,0,0,2,133,0,9849
73205,0,0,1,0,0,1,133,0,8288
73206,0,0,1,0,0,1,0,0,9770
73207,0,0,1,0,0,1,133,0,9771
73208,0,0,1,0,0,1,133,0,8227
73209,0,0,1,0,0,1,0,0,8230
73210,0,0,1,0,0,1,0,0,8229
73211,0,0,1,0,0,1,133,0,9613
73212,0,0,0,4,0,0,0,0,9991
73213,0,0,2,0,0,2,133,0,8724
73214,0,0,1,0,0,1,133,0,10215
73215,0,19,0,0,0,0,133,0,10073
73216,0,0,1,1,7,1,133,0,9852
73217,0,0,2,0,0,0,0,0,9632
73218,0,0,1,0,0,1,0,0,9953
73219,0,0,1,0,0,1,133,0,8154
73220,0,38,0,5,0,0,0,0,8822
73221,0,0,2,0,12,2,133,0,9823
73222,0,0,0,0,15,0,0,0,9824
73223,0,0,0,0,15,0,0,0,9826
73224,0,0,2,0,12,2,133,0,9827
73225,0,0,1,1,0,1,133,0,8316
73226,0,0,1,1,0,1,133,0,9910
73227,0,0,1,0,0,1,133,0,9912
73228,0,0,1,1,0,1,133,0,8094
73229,0,0,1,1,0,1,133,0,8095
73230,0,0,1,1,10,0,0,0,9159
73231,0,0,0,1,0,0,0,0,9614
73232,0,0,1,1,0,1,133,0,8494
73233,0,63,1,0,0,1,0,0,8814
73234,0,0,1,0,0,1,133,0,8249
73235,0,0,1,0,0,1,0,0,8250
73236,0,0,1,1,0,1,133,0,8091
73237,0,19,1,0,0,1,133,0,8092
73238,0,0,2,0,15,2,133,0,8818
73240,0,0,1,0,0,1,0,0,10425
73241,0,0,1,0,0,1,0,0,10424
73242,0,0,1,3,0,0,0,0,9796
73243,0,0,1,0,0,1,133,0,10462
73244,0,31,0,0,0,0,0,0,9977
73245,0,0,0,0,21,0,0,0,10789
73246,0,0,1,0,0,1,133,0,10396
73247,0,0,1,0,0,1,0,0,10404
73248,0,0,2,0,0,0,0,0,13491
73249,0,0,1,1,0,1,133,0,10892
73250,0,19,1,0,0,1,133,0,10199
73251,0,0,0,0,21,0,0,0,10792
73252,0,0,2,0,0,2,133,0,9866
73253,0,0,1,1,0,1,133,0,10192
73254,0,0,1,0,0,1,0,0,10006
73255,0,0,1,0,0,1,0,0,10010
73256,0,0,1,0,0,1,133,0,9898
73257,0,0,1,0,0,1,133,0,9901
73258,0,0,1,0,0,1,133,0,10797
73259,0,0,0,0,21,0,0,0,10799
73260,0,0,0,0,0,0,133,0,9774
73262,0,0,2,0,0,0,0,0,10373
73263,0,0,0,1,0,0,0,0,10831
73264,0,0,1,0,0,1,133,0,10585
73265,0,0,1,0,0,1,133,0,10587
73266,0,0,1,0,0,1,0,0,10426
73267,0,56,1,1,19,1,133,0,10898
73268,0,0,1,0,0,1,133,0,10324
73269,0,0,1,0,0,1,133,0,9773
73270,0,56,1,1,19,1,133,0,10900
73271,0,0,1,1,0,1,133,0,10191
73272,0,0,1,0,0,1,133,0,9875
73273,0,0,2,0,15,2,133,0,11273
73274,0,0,2,0,0,2,133,0,9867
73275,0,51,1,1,11,1,133,0,10855
73276,0,51,0,0,12,0,133,0,10856
73277,0,0,2,0,0,2,0,0,11130
73278,0,0,2,0,15,2,133,0,11275
73279,0,0,1,1,0,1,133,0,10957
73280,0,250,1,0,0,1,133,0,11113
73281,0,0,1,0,0,1,0,0,10833
73282,0,0,1,1,0,1,133,0,10193
73283,0,39,0,5,0,0,0,0,9976
73284,0,21,0,0,0,0,0,0,12880
73285,0,0,0,0,21,0,0,0,10800
73286,0,11,0,0,0,0,0,0,10257
73287,0,43,1,0,0,1,0,0,9128
73288,0,49,2,0,0,2,0,0,8989
73289,0,0,1,0,0,1,133,0,10260
73290,0,0,0,0,21,0,0,0,10804
73291,0,32,1,1,12,1,133,0,10308
73292,0,0,1,0,0,1,0,0,9596
73293,0,0,0,0,21,0,0,0,10790
73294,0,0,1,0,0,1,133,0,10322
73295,0,0,0,0,21,0,0,0,8396
73296,0,0,1,0,0,1,133,0,8950
73297,0,21,1,0,0,1,0,0,7808
73298,0,0,1,0,0,1,0,0,662
73299,0,45,1,0,0,1,133,0,10427
73300,0,19,1,0,0,1,133,0,10412
73301,0,0,1,0,0,1,0,0,10575
73302,0,0,1,1,0,1,133,0,10201
73303,0,0,2,0,15,2,133,0,11274
73304,0,0,1,1,1,1,133,0,10911
73305,0,56,1,1,0,1,133,0,10223
73306,0,0,1,0,0,1,0,0,10014
73307,0,0,2,0,0,2,0,0,26181
73308,0,63,0,0,0,0,0,0,9879
73309,0,35,1,0,0,1,133,0,10318
73310,0,0,1,0,0,1,0,0,10734
73311,0,0,1,1,0,1,133,0,10202
73312,0,0,1,1,0,1,133,0,10432
73313,0,0,1,0,0,1,0,0,10435
73314,0,19,1,0,0,1,133,0,10197
73315,0,0,1,0,0,1,0,0,10571
73316,0,35,1,1,7,1,133,0,10017
73317,0,35,1,1,0,1,133,0,10018
73318,0,0,1,1,0,1,133,0,8907
73320,0,0,1,1,0,1,133,0,10390
73322,0,0,0,0,21,0,0,0,10788
73323,0,0,1,0,0,1,133,0,10345
73324,0,37,1,0,0,1,133,0,9438
73325,0,0,1,0,0,1,0,0,8369
73326,0,0,1,0,0,1,133,0,10301
73327,0,0,1,0,0,1,133,0,11131
73328,0,0,1,0,0,1,133,0,10149
73329,0,11,0,0,0,0,0,0,10256
73330,0,0,1,0,0,0,0,0,10578
73333,0,46,1,0,0,1,133,0,9863
73334,0,0,1,0,0,0,133,0,9163
73335,0,0,1,1,0,1,133,0,8100
73336,0,0,1,0,0,1,0,0,8370
73337,0,0,1,0,0,1,133,0,10150
73338,0,0,1,0,0,1,133,0,10600
73340,0,0,1,1,0,1,133,0,10958
73342,0,0,1,1,0,1,133,0,10431
73343,0,0,1,0,0,1,133,0,10406
73345,0,40,2,0,0,2,133,0,694
73346,0,0,1,1,0,1,133,0,8101
73347,0,0,1,0,0,1,133,0,10399
73348,0,19,1,1,0,1,133,0,10473
73349,0,0,1,0,0,1,133,0,10478
73350,0,0,1,0,0,1,133,0,10292
73351,0,0,1,0,0,1,133,0,10293
73352,0,64,0,0,0,0,133,0,10238
73353,0,0,1,0,0,1,0,0,10573
73354,0,0,2,0,15,2,133,0,9894
73355,0,0,0,8,0,0,0,0,8909
73356,0,0,1,1,0,1,133,0,8910
73357,0,0,1,1,0,1,133,0,8940
73358,0,0,1,1,0,1,133,0,8941
73359,0,0,1,0,0,1,133,0,10300
73360,0,0,1,0,0,1,0,0,10494
73361,0,0,1,1,0,1,133,0,10156
73362,0,0,1,0,0,1,0,0,9215
73363,0,0,1,0,0,1,0,0,10423
73364,0,0,1,0,0,0,0,0,10576
73365,0,56,1,1,19,1,133,0,10899
73366,0,63,0,0,0,0,0,0,10451
73367,0,56,1,0,0,1,133,0,11647
73368,0,0,2,0,12,0,0,0,11650
73369,0,0,1,0,0,1,133,0,11433
73370,0,0,1,0,0,1,133,0,10148
73371,0,0,2,0,15,2,133,0,9896
73372,0,0,1,0,0,1,133,0,10538
73373,0,0,1,0,0,1,133,0,10479
73374,0,0,1,0,0,1,0,0,10569
73375,0,88,2,0,26,2,0,0,10887
73376,0,0,1,0,0,1,0,0,10405
73378,0,0,1,1,0,1,0,0,9462
73379,0,50,1,1,0,1,133,0,120
73380,0,0,1,0,0,1,133,0,8402
73381,0,0,1,1,0,1,133,0,9840
73382,0,0,1,3,0,1,0,0,9775
73383,0,0,3,0,0,2,0,0,9008
73384,0,0,1,0,0,1,133,0,8166
73385,0,0,1,0,0,1,133,0,10963
73386,0,0,1,0,0,1,133,0,10964
73387,0,0,1,0,0,1,133,0,10165
73388,0,59,0,0,0,0,0,0,10250
73389,0,85,2,0,0,2,133,0,9908
73390,0,21,1,0,0,1,0,0,9460
73391,0,1155,1,1,0,0,0,0,25747
73392,0,0,1,0,0,1,0,0,9776
73393,0,0,1,0,0,1,0,0,10510
73394,0,0,1,0,0,1,0,0,10517
73395,0,0,1,1,0,1,133,0,10170
73396,0,0,0,1,0,0,0,0,10263
73397,0,0,2,0,15,2,133,0,10266
73398,0,0,0,0,15,0,0,0,9007
73399,0,19,1,0,0,1,133,0,10413
73401,0,0,1,0,0,1,133,0,10139
73402,0,0,1,0,0,1,0,0,9982
73403,0,30,1,0,0,0,0,0,9252
73404,0,0,0,1,0,0,0,0,14915
73405,0,35,1,1,17,1,133,0,10253
73406,0,0,1,0,0,1,133,0,10267
73407,0,0,1,0,0,0,0,0,16375
73408,0,0,2,0,11,2,0,0,9080
73409,0,52,2,0,0,2,0,0,9791
73410,0,0,1,0,0,0,133,0,9174
73411,0,0,2,0,0,2,133,0,9830
73412,0,0,2,0,0,2,0,0,9881
73413,0,21,0,0,0,0,0,0,10732
73414,0,0,1,1,0,1,133,0,9884
73415,0,0,1,0,0,1,133,0,10140
73416,0,0,1,0,0,1,133,0,10965
73417,0,0,2,0,0,2,0,0,10966
73418,0,0,1,2,0,1,133,0,9035
73419,0,0,1,0,12,2,0,0,12543
73420,0,63,0,0,0,0,0,0,9874
73422,0,0,1,0,0,1,0,0,10441
73423,0,0,1,0,0,1,133,0,10442
73424,0,0,1,0,0,1,0,0,9218
73425,0,0,2,0,0,2,133,0,8721
73426,0,0,1,0,0,1,133,0,9472
73427,0,0,1,0,0,1,133,0,9473
73428,0,0,1,0,0,1,133,0,9474
73429,0,0,1,1,0,1,133,0,12544
73431,0,59,1,0,0,0,0,0,11007
73432,0,0,1,1,0,0,0,0,12579
73433,0,43,1,0,0,1,0,0,10967
73434,0,0,1,0,0,1,133,0,10622
73435,0,0,1,1,0,1,133,0,9834
73436,0,0,1,0,0,1,133,0,8722
73437,0,0,1,0,0,1,0,0,10530
73438,0,50,1,0,0,1,133,0,10733
73440,0,56,1,1,0,0,0,0,10368
73441,0,0,1,0,0,1,133,0,10138
73442,0,0,1,3,0,1,0,0,10136
73443,0,21,1,1,0,1,0,0,11087
73444,0,21,1,1,0,1,0,0,11088
73446,0,0,2,0,0,2,133,0,9829
73447,0,0,1,0,0,1,133,0,10206
73448,0,0,1,0,0,1,133,0,10328
73449,0,0,1,0,0,1,133,0,10961
73450,0,0,1,1,0,0,4,0,11359
73451,0,0,1,1,0,1,133,0,10169
73452,0,0,1,0,0,1,0,0,11644
73453,0,0,1,0,0,1,0,0,9981
73454,0,0,1,0,0,1,0,0,10545
73455,0,0,1,0,0,1,133,0,10391
73456,0,0,1,0,0,1,133,0,10392
73457,0,0,1,0,0,1,133,0,10207
73458,0,0,1,0,0,0,0,0,11348
73459,0,0,1,0,0,1,133,0,9876
73460,0,1,1,0,0,1,133,0,10669
73461,0,0,1,0,0,1,133,0,10671
73462,0,19,1,1,0,1,133,0,10447
73463,0,20,1,1,25,1,133,0,10278
73465,0,82,1,1,0,1,133,0,9579
73466,0,56,1,1,19,1,133,0,10901
73467,0,0,1,0,0,1,133,0,10059
73468,0,0,0,1,0,1,0,0,10060
73469,0,0,1,1,0,1,133,0,9034
73470,0,0,1,0,0,0,0,0,11349
73471,0,0,1,1,0,1,133,0,9858
73472,0,0,1,0,0,1,0,0,9153
73474,0,0,1,0,0,1,133,0,705
73475,0,85,2,0,0,2,133,0,9754
73476,0,55,1,1,0,1,0,0,8699
73477,0,0,1,1,0,1,133,0,10952
73478,0,0,1,0,0,1,0,0,9155
73479,0,19,1,0,0,1,133,0,10312
73480,0,0,1,0,0,1,0,0,9073
73481,0,0,1,0,0,0,0,0,10458
73482,0,43,1,0,0,1,133,0,10968
73483,0,0,0,0,21,0,0,0,10787
73485,0,0,1,0,0,0,0,0,10444
73486,0,19,1,0,0,1,133,0,10313
