ID,Attributes[0],Attributes[1],Attributes[2],Attributes[3],Attributes[4],Attributes[5],Attributes[6],Attributes[7],Attributes[8],Attributes[9],Attributes[10],Attributes[11],Attributes[12],Attributes[13],Attributes[14],DifficultyID,CastingTimeIndex,DurationIndex,RangeIndex,SchoolMask,Speed,LaunchDelay,MinDuration,SpellIconFileDataID,ActiveIconFileDataID,ContentTuningID,ShowFutureSpellPlayerConditionID,SpellID
322761,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,135818,0,0,0,12848
322762,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,1,1,0,0,0,132311,0,0,0,10686
322763,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,136098,0,0,0,10411
322764,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,265,1,4,0,0,0,135825,0,0,0,10438
322765,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,135849,0,0,0,10475
322766,65568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,1,0,0,0,132273,0,0,0,11343
322767,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,132273,0,0,0,11345
322768,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,136247,0,0,0,10661
322769,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,136170,0,0,0,10877
322770,0,136,0,1073741824,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,8,0,0,0,132273,0,0,0,11335
322771,65568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,1,0,0,0,136235,0,0,0,11466
322772,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,8,0,0,0,136097,0,0,0,10428
322773,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,245,1,4,0,0,0,135825,0,0,0,10437
322774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,136122,0,0,0,10858
322775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,136235,0,0,0,10864
322776,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,1,1,0,0,0,132311,0,0,0,10683
322777,65824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,1,0,0,0,136235,0,0,0,10511
322778,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,136053,0,0,0,10515
322779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,3,1,0,0,0,136036,0,0,0,10672
322780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,136235,0,0,0,10694
322781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,40,0,0,132149,0,0,0,10852
322782,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,1,1,0,0,0,132311,0,0,0,10713
322783,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,1,1,0,0,0,132311,0,0,0,10714
322784,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,1,0,0,0,136235,0,0,0,10536
322785,134480144,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,1,0,0,0,132089,0,0,0,10236
322786,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,132089,0,0,0,10237
322787,671088640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1,1,0,0,0,134810,0,0,0,11390
322788,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,32,0,0,0,136121,0,0,0,11739
322790,327700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,132282,0,0,0,11976
322791,134283520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,134414,0,0,0,11365
322792,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,16,0,0,0,136053,0,0,0,10495
322793,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,1,1,0,0,0,132311,0,0,0,10674
322794,65824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,1,0,0,0,136235,0,0,0,12622
322795,464,0,0,524288,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,135856,0,0,0,11255
322796,1075118080,67248132,524352,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,32,0,0,0,136206,0,0,0,10912
322798,67174400,67773444,524300,134348800,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,32,0,0,0,135934,136116,0,0,10909
322799,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,8,0,0,0,136061,0,0,0,10596
322800,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,1,0,0,0,136235,0,0,0,11508
322801,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,1,0,0,0,136235,0,0,0,11509
322802,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,1,0,0,0,136235,0,0,0,11510
322803,0,136,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,13,4,0,0,0,135805,0,0,0,22196
322804,65600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,4,0,0,0,135824,0,0,0,11312
322805,65600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,4,0,0,0,135824,0,0,0,11313
322806,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,16,0,0,0,135127,0,0,0,10463
322807,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,4,0,0,0,135826,0,0,0,10584
322808,65536,131072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1,32,0,0,0,136185,0,0,0,11733
322809,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,1,1,0,0,0,132311,0,0,0,10701
322810,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,8,0,0,0,136046,0,0,0,10627
322811,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,136115,0,0,0,10594
322812,268500992,131072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,2,0,0,0,135955,0,0,0,10881
322813,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,135955,0,0,0,10882
322814,65536,0,0,0,0,0,33554432,0,16777216,0,0,0,0,0,0,0,16,0,5,8,0,0,0,136043,0,0,0,10467
322815,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,135836,0,0,0,28594
322816,1074855936,262144,524288,0,0,32,0,0,0,0,0,0,0,0,0,0,16,245,4,2,0,0,0,136091,0,0,0,10955
322817,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,1,0,0,0,136235,0,0,0,10565
322818,327696,1049088,0,1024,8,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,132292,0,0,0,11300
322819,327680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,5,2,0,0,0,135940,0,0,0,11974
322820,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,60,0,0,135990,0,0,0,11511
322821,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,1,1,0,0,0,132311,0,0,0,10702
322822,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,1,1,0,0,0,132311,0,0,0,10703
322823,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,1,1,0,0,0,132311,0,0,0,10704
322824,0,136,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,13,4,0,0,0,135805,0,0,0,22201
322825,0,136,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,13,4,0,0,0,135805,0,0,0,22202
322826,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,2,1,0,0,0,132343,0,0,0,11879
322827,1,268435456,16777216,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,6,8,0,0,0,136114,0,0,0,10608
322828,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,1,1,0,0,0,132311,0,0,0,10681
322829,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,136021,0,0,0,10557
322830,65536,0,0,0,0,0,33554432,0,16777216,0,0,0,0,0,0,0,16,0,5,8,0,0,0,136043,0,0,0,10468
322831,65824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,1,0,0,0,136235,0,0,0,10556
322833,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,8,0,0,0,136098,0,0,0,10407
322834,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,1,1,0,0,0,132311,0,0,0,10684
322835,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,1,1,0,0,0,132311,0,0,0,10685
322836,327680,136,524288,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1,32,0,0,0,136184,0,0,0,10888
322837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,1,0,0,0,136172,0,0,0,11802
322838,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,8,0,0,0,135866,0,0,0,10476
322839,65536,0,524288,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,32,0,0,0,136224,0,0,0,10947
322840,65552,131104,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,1,0,0,0,132274,0,0,0,11202
322841,16777296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,136103,0,0,0,10861
322842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,1,4,0,0,0,135805,0,0,0,10870
322843,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,136103,0,0,0,10863
322844,65824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,1,0,0,0,136235,0,0,0,10558
322845,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,132340,0,0,0,11606
322846,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,132340,0,0,0,11607
322847,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,135127,0,0,0,10464
322848,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,135127,0,0,0,10465
322849,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,64,0,0,0,136091,0,0,0,11436
322850,65792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,1,0,0,0,136235,0,0,0,11437
322852,268501248,268566528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,64,0,0,0,135744,0,0,0,11417
322853,1073807360,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,16,18,3,8,0,0,0,135983,0,0,0,10326
322855,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136235,0,0,0,11636
322856,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,136235,0,0,0,11637
322857,851968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,4,32,0,0,0,136207,0,0,0,11639
322858,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,1,1,0,0,0,132311,0,0,0,10718
322859,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,1,1,0,0,0,132311,0,0,0,10719
322860,671088640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,136235,0,0,0,11903
322861,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,1,1,0,0,0,132311,0,0,0,12243
322862,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,1,1,0,0,0,132311,0,0,0,10673
322863,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,135825,0,0,0,10440
322864,327700,512,4096,1024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,132338,0,0,0,11608
322865,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,32,0,0,0,136170,0,0,0,11981
322866,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,0,0,0,132156,0,0,0,11983
322867,65792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,4,0,0,0,134321,0,0,0,11391
322868,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,6,1,0,0,0,136235,0,0,0,11402
322869,65536,0,0,0,0,0,33554432,0,16777216,0,0,0,0,0,0,0,19,0,5,8,0,0,0,136042,0,0,0,10623
322870,65536,524288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,2,0,0,0,135953,0,0,0,11014
322871,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,132278,0,0,0,11015
322872,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,32,0,0,0,136208,0,0,0,11016
322873,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,135866,0,0,0,10481
322874,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,8,0,0,0,136053,0,0,0,10493
322875,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136094,0,0,0,28996
322876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,135915,0,0,0,10577
322877,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,4,0,0,0,135826,0,0,0,10586
322878,64,0,0,0,0,0,0,0,16777216,0,0,0,0,0,0,0,1,0,1,8,0,0,0,135127,0,0,0,10460
322879,65536,0,0,0,0,0,33554432,0,16777216,0,0,0,0,0,0,0,16,0,5,8,0,0,0,136043,0,0,0,10466
322880,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,32,0,0,0,136138,0,0,0,702
322881,262160,0,1073741824,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,132369,0,0,0,9633
322882,1,268435456,16777216,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,6,8,0,0,0,136114,0,0,0,10610
322883,671088640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,1,1,0,0,0,134873,0,0,0,11334
322884,65536,131072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,32,0,0,0,136152,0,0,0,11743
322885,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,132290,0,0,0,11360
322886,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,136021,0,0,0,10559
322887,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,1,0,0,0,136235,0,0,0,10561
322888,65824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,1,0,0,0,136235,0,0,0,10562
322889,262336,0,16777216,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,136086,0,0,0,10400
322890,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,135902,0,0,0,10320
322891,65824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,1,0,0,0,136235,0,0,0,10531
322892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,1,0,0,0,136172,0,0,0,10837
322893,16,16452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,11,1,0,0,0,135915,0,0,0,10838
322894,671088640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,1,1,0,0,0,134841,0,0,0,11405
322895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,3,1,0,0,0,135988,0,0,0,10690
322896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,3,1,0,0,0,135818,0,0,0,10691
322897,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,8,0,0,0,136098,0,0,0,10408
322898,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,136098,0,0,0,10409
322899,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,136098,0,0,0,10410
322900,65536,0,524288,0,0,0,0,0,16777216,0,0,0,0,0,0,0,1,8,5,2,0,0,0,135953,0,0,0,10929
322901,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,135953,0,0,0,10930
322902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,32,0,0,0,136235,0,0,0,28601
322903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,132939,0,0,0,11891
322904,65536,0,524288,0,0,0,0,0,16777216,0,0,0,0,0,0,0,16,0,5,2,0,0,0,135907,0,0,0,10915
322905,65536,0,524288,0,0,0,0,0,16777216,0,0,0,0,0,0,0,16,0,5,2,0,0,0,135907,0,0,0,10916
322906,268501248,268566528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,64,0,0,0,135751,0,0,0,11418
322907,268501248,268566528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,64,0,0,0,135741,0,0,0,11419
322908,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,132155,0,0,0,11576
322909,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,4,0,0,0,135817,0,0,0,11984
322910,134480144,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,1,1,0,0,0,134179,0,0,0,11389
322911,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,136235,0,0,0,11204
322912,269582608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,1,1,0,0,0,132253,136116,0,0,10798
322913,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,136021,0,0,0,10549
322914,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,4,2,0,0,0,135924,0,0,0,10933
322915,0,2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,136224,0,0,0,10651
322916,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,136021,0,0,0,10652
322917,65824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,1,0,0,0,136235,0,0,0,10546
322918,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,136021,0,0,0,10553
322919,65824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,1,0,0,0,136235,0,0,0,10554
322920,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,135970,0,0,0,10276
322921,4784146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54,1,20,0,0,132324,0,0,0,10277
322922,272,268436480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,4,1,0,0,0,132387,0,0,0,25996
322923,65536,0,524288,0,0,0,0,0,16777216,0,0,0,0,0,0,0,16,0,5,2,0,0,0,135907,0,0,0,10917
322924,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,135907,0,0,0,10918
322925,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,135907,0,0,0,10919
322926,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,132118,0,0,0,9893
322928,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,135924,0,0,0,10338
322929,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,135924,0,0,0,10339
322930,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,1,0,0,0,136235,0,0,0,10522
322931,65824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,1,0,0,0,136235,0,0,0,10568
322932,0,136,1073741824,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,135826,0,0,0,10579
322933,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,0,0,0,136116,0,0,0,11242
322934,671088640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,1,1,0,0,0,134873,0,0,0,11333
322935,269484032,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,1,8,0,0,0,134798,0,0,0,11392
322936,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,132111,0,0,0,11902
322937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,4,19,0,0,135825,0,0,0,10436
322938,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,8,0,0,0,135866,0,0,0,10477
322939,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,135832,0,0,0,10540
322940,65824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,1,0,0,0,136235,0,0,0,10542
322943,65584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,1,0,0,0,136192,0,0,0,10005
322944,151322624,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,2,0,0,0,135893,136116,0,0,10290
322945,268500992,131072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,2,0,0,0,135955,0,0,0,10880
322946,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,1,0,0,0,136025,0,0,0,10347
322947,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,8,0,0,0,136098,0,0,0,10403
322948,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,16,0,0,0,135832,0,0,0,10537
322949,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,1,0,0,0,132156,0,0,0,10849
322950,268435472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,1,0,0,0,133587,0,0,0,10850
322951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,2,1,0,0,0,132154,0,0,0,11020
322952,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,4,24,0,0,135812,0,0,0,11021
322953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,1,2,0,0,0,135864,0,0,0,11024
322954,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,8,0,0,0,136061,0,0,0,10601
322956,65552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,134305,0,0,0,10656
322957,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,136247,0,0,0,10657
322958,65552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,135830,0,0,0,10658
322959,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,135987,0,0,0,10939
322960,1073807360,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16,0,0,0,135848,0,0,0,11264
322961,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,135926,0,0,0,11025
322962,327680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,135865,0,0,0,12472
322963,65536,0,524288,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,32,0,0,0,136170,0,0,0,10876
322964,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,136116,0,0,0,10204
322965,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,136041,0,0,0,9891
322966,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,1,1,0,0,0,132311,0,0,0,10716
322967,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,1,1,0,0,0,132311,0,0,0,10717
322968,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,136025,0,0,0,26100
322969,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,4,2,0,0,0,135924,0,0,0,10934
322970,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,135924,0,0,0,10935
322971,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,135924,0,0,0,10936
322972,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,136235,0,0,0,10004
322973,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,1,0,0,0,136192,0,0,0,10844
322974,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,136192,0,0,0,10845
322975,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,135815,0,0,0,11100
322976,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,136097,0,0,0,10430
322977,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,135827,0,0,0,12873
322978,65824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,1,0,0,0,136235,0,0,0,12620
322979,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,1,0,0,0,136235,0,0,0,10547
322980,65824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,1,0,0,0,136235,0,0,0,10548
322981,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,136021,0,0,0,10551
322982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,136235,0,0,0,10689
322983,65824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,1,0,0,0,136235,0,0,0,10520
322984,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,136040,0,0,0,10521
322985,327680,136,524288,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1,32,0,0,0,136184,0,0,0,10890
322986,400,268435456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16,0,0,0,135846,0,0,0,10737
322987,65792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,1,0,0,0,136235,0,0,0,10738
322988,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,1,0,0,0,136235,0,0,0,10492
322989,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,136184,0,0,0,10891
322990,262144,0,524288,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,4,32,0,0,0,136207,0,0,0,10893
